source,title,summary,link,timestamp,full_text
SANAD_Tech,"تتعرض السيارات للعديد من الأعطال وقد تكون كلفة تصليحها باهظة في الكثير من الأحيان, خصوصاً إذا كانت القطع المنوي تصليحها ","تتعرض السيارات للعديد من الأعطال وقد تكون كلفة تصليحها باهظة في الكثير من الأحيان, خصوصاً إذا كانت القطع المنوي تصليحها باهظة الثمن ويتوجب إستبدالها بقطع أخرى سواء كانت جديدة أو مستعملة. ويتكبد الكثير من أصحاب السيارات تكاليف كثيرة خلال العام نتيجة الأعطال التي تطرأ على سياراتهم خصوصاً تلك الأعطال التي لم تكن في الحسبان.",,,"تتعرض السيارات للعديد من الأعطال وقد تكون كلفة تصليحها باهظة في الكثير من الأحيان, خصوصاً إذا كانت القطع المنوي تصليحها باهظة الثمن ويتوجب إستبدالها بقطع أخرى سواء كانت جديدة أو مستعملة.
 
ويتكبد الكثير من أصحاب السيارات تكاليف كثيرة خلال العام نتيجة الأعطال التي تطرأ على سياراتهم خصوصاً تلك الأعطال التي لم تكن في الحسبان. غير أن هناك طرق كثيرة لتوفير الأموال بشكل كبير والقيام بتصليح السيارة بأقل كلفة ممكنة.
 
وفيما يلي أبرز النصائح للقيام بذلك:
 
5- إستعلم عن ورشة تصليح سيارات يمكن الوثوق بها عبر إستشارة ذوي الخبرة سواء في العائلة أو من الأصدقاء, فإن من شأن ذلك أن يوفر عليك عناء المتاعب ودفع كميات إضافية من المال جراء الغش أو عدم كفاءة الورشة في حل المشكلة.
 
4- هناك أمور يمكن القيام بصيانتها أو تصليحها بيديك من دون الحاجة إلى زيارة ورشات الصيانة وصرف الأموال. فحاول الإستغناء عن فكرة الذهاب إلى ورشة التصليح في حال كنت تدري كيفية القيام بالتصليحات البسيطة, أو في حال كنت تثق بمهارة أحد معارفك لمساعدتك على القيام بذلك.
3- يمكنك إستبدال القطع المصابة بأعطال في سيارتك عبر شرائها من الكثير من المحلات, غير أن السر يكمن في قدرتك على الإستعلام عن أفضل النوعيات وحتى الأصلية منها والتي يمكن توافرها بأرخص الأسعار سواء عبر بعض المواقع المنتشرة على الإنترنت أو في المحلات القريبة من مكان تواجدك.
 
2- غالباً ما تحدث الأعطال تراكمياً نتيجة تجاهلك للمشاكل البسيطة في سيارتك والتي قد تتفاقم مع الأيام, الأمر الذي يكبدك أموالاً طائلة نتيجة إهمالها. فلا تتردد في صيانة سيارتك وإصلاح المشاكل مهما كانت بسيطة على الفور قبل وقوع المحظور.
 
1- إن الإنتقال من ورشة تصليح إلى أخرى من شأنه أن يرتب عليك رسوم كبيرة وإضافية أنت بغنى عنها من أجل إصلاح سيارتك وصيانتها, لذلك قم بإختيار مركز صيانة شامل متعدد الإختصاصات إبتداءً من فنيي صيانة المحركات مروراً بإختصاصيي الكهرباء وصولاً إلى صيانة المكابح وغير ذلك من الإختصاصات التي يمكنك إستغلالها بشكل عام وخلال زيارة واحدة يمكنها أن توفر عليك أموال طائلة لا حاجة لتكبدها."
SANAD_Tech,أفادت تقارير إخبارية بأن برنامج التراسل الفوري WhatsApp الشهير، بدأ في فرض رسوم استعمال بسيطة على خدمته وذلك على أغلب أن,أفادت تقارير إخبارية بأن برنامج التراسل الفوري WhatsApp الشهير، بدأ في فرض رسوم استعمال بسيطة على خدمته وذلك على أغلب أنظمة التشغيل الجوالة. وحسب وكالة الأنباء الألمانية فأن أصحاب الهواتف الذكية المزودة بنظام أندرويد أو ويندوز فون أو بلاك بيري، يتعين عليهم اعتباراً من الآن دفع 99 سنتاً أمريكياً، بعد انتهاء فترة التشغيل التجريبي التي تبلغ 12 شهراً.,,,"أفادت تقارير إخبارية بأن برنامج التراسل الفوري WhatsApp الشهير، بدأ في فرض رسوم استعمال بسيطة على خدمته وذلك على أغلب أنظمة التشغيل الجوالة.
 
وحسب وكالة الأنباء الألمانية فأن أصحاب الهواتف الذكية المزودة بنظام أندرويد أو ويندوز فون أو بلاك بيري، يتعين عليهم اعتباراً من الآن دفع 99 سنتاً أمريكياً، بعد انتهاء فترة التشغيل التجريبي التي تبلغ 12 شهراً.
 
وأعلنت الشركة المُطورة لهذا البرنامج عن هذه الرسوم منذ فترة طويلة، لكن كانت لا تقوم بتحصيلها باستمرار، وبالنسبة لمستخدمي الهاتف الذكي أيفون فإنه يتعين عليهم الدفع مرة واحدة نظير تنزيل التطبيق واستخدامه.
 
وقد تعرض التطبيق WhatsApp لانتقادات حادة عدة مرات بسبب الثغرات الأمنية ومواطن الضعف في هذا البرنامج، ومنها على سبيل المثال أنه تم نقل رسائل المستخدمين بشكل غير مشفر حتى فصل الصيف الماضي.
 
كما أن هناك ثغرة أمنية تتيح لقراصنة الكمبيوتر والإنترنت إمكانية اختراق حسابات المستخدمين، الذين يعتمدون على نقاط الوصول العامة في شبكات WLAN اللاسلكية لكن تم سدها مؤخراً.
 
يذكر أن تطبيق WhatsApp أصبح أحد أشهر التطبيقات العاملة على أنظمة التشغيل الذكية ويستخدمه نحو 100 مليون مستخدم حول العالم."
SANAD_Tech,نحن نعلم جميعا بأن شركة آبل تخطط للكشف عن الإصدار الثاني من جهازها اللوحي المصغر iPad Mini والذي سيأتي هذه المرة بشاشة ا,نحن نعلم جميعا بأن شركة آبل تخطط للكشف عن الإصدار الثاني من جهازها اللوحي المصغر iPad Mini والذي سيأتي هذه المرة بشاشة الـ Retina، وذلك في وقت لاحق من هذا العام، ولكن هل تعتقد بأن هذا هو الجهاز اللوحي المصغر الوحيد الذي سنراه من شركة آبل هذا العام؟ حسنا، اليوم ظهرت بعض الإشاعات الجديدة تشير إلى أن شركة آبل قد تكشف عن نسخة جديدة من جهازها اللوحي المصغر iPad Mini ستكون منخفضة التكلفة وقد تكلف المستخ,,,"نحن نعلم جميعا بأن شركة آبل تخطط للكشف عن الإصدار الثاني من جهازها اللوحي المصغر iPad Mini والذي سيأتي هذه المرة بشاشة الـ Retina، وذلك في وقت لاحق من هذا العام، ولكن هل تعتقد بأن هذا هو الجهاز اللوحي المصغر الوحيد الذي سنراه من شركة آبل هذا العام؟ حسنا، اليوم ظهرت بعض الإشاعات الجديدة تشير إلى أن شركة آبل قد تكشف عن نسخة جديدة من جهازها اللوحي المصغر iPad Mini ستكون منخفضة التكلفة وقد تكلف المستخدمين أقل من 250 دولار. مع الأخذ بعين الإعتبار أن هذه النسخة ستكون مختلفة عن نسخة الـ Retina.
 
في الواقع، جهاز الـ iPad Mini الحالي على الرغم من أنه يأتي بسعر 329 دولار فهو لا يزال مكلفا جدا بالنظر إلى أن أسعار الأجهزة اللوحية الأخرى المتوفرة في السوق والتي تنتمي لنفس الفئة، لذلك فخطوة الكشف عن نسخة منخفضة التكلفة من الـ iPad Mini ستكون خطوة مرحب بها جدا من جانب المستخدمين، كما أنها ستكون جيدة جدا لشركة آبل لزيادة حصتها السوقية في قطاع الأجهزة اللوحية والتي بدأت تنخفض مع مرور الوقت بسبب المنافسة الكبيرة من جانب الأجهزة اللوحية المدعمة بنظام الأندرويد."
SANAD_Tech,"أخبارنا المغربية ــ محمد لحلو
بالرغم من أن النجاح يلقى في طريق البعض إلا أننا نحتاج في اغلب الاحيان ان نتخد خطوات عملية ","أخبارنا المغربية ــ محمد لحلو
بالرغم من أن النجاح يلقى في طريق البعض إلا أننا نحتاج في اغلب الاحيان ان نتخد خطوات عملية لتحقيق النجاح . وللاسف ، لا يدرك العديد من الناس ما يمتلكونه من قدرات ومواهب عظيمة ، بحيث داخل كل منا قدرات لا يستخدمها ولكن ننتظر قيامنا بتفعيلها ،من هنا نطرح التساؤل أو الإشكالية الرئيسية ألا وهي ما هو مستقبل الشاب أو الهاكر الاخلاقي في المملكة المغربية ؟",,,"أخبارنا المغربية ــ محمد لحلو
بالرغم من أن النجاح يلقى في طريق البعض إلا أننا نحتاج في اغلب الاحيان ان نتخد خطوات عملية لتحقيق النجاح . وللاسف ، لا يدرك العديد من الناس ما يمتلكونه من قدرات ومواهب عظيمة ، بحيث داخل كل منا قدرات لا يستخدمها ولكن ننتظر قيامنا بتفعيلها ،من هنا نطرح التساؤل أو الإشكالية الرئيسية ألا وهي ما هو مستقبل الشاب أو الهاكر الاخلاقي في المملكة المغربية ؟ هل تعوق سياسة الحكومة أو الجهات المتخصصة مسار الهاكر الاخلاقي ؟ لماذا لا تستطيع الدولة توظيف هذا النوع من الطاقات الواعدة ؟
 
في الحقيقة هنالك أشخاص ورؤوس حربة في الحكومة المغربية لا يستطيعون حتى تحقيق أحلامهم قط رغم تمركزهم على تلك المناصب ذات المدخول الشهري المثالي ، فمع كل التغيرات التي طرأت على الحكومة المغربية مؤخرا ، يبدو أن لا أحد يهتم بالجانب الأمني أو المعلوماتي في الدولة حيث نسمع كل يوم عن إختراق وإيجاد العديد من الثغرات الحرجة في المواقع الحكومية البارزة دون تحريك أي ساكن ، يكتفون فقط بخداعنا وتهويمنا بصرفهم لمئات الملايين على المواقع الحكومية !!!! لكن ما فائدة هاته الملايين عند انعدام الحماية الأمنية لتلك المواقع بغض النظر عن الكثير من الشركات ذات الرأسمال الضخم والتي لا تلقي بالا ولا هما لهذا الجانب
 
إن الخطوة الأولى للرقي بهذا الجانب هي إعطاء القيمة لذلك الهاكر الأخلاقي الذي حين يجد ثغرة في موقع حكومي معين يقوم بالتبليغ عنها للجهات المسؤولة بحيث يبقى في محطة الإنتظار التابعة لذلك الموقع الحكومي على أمل إجابته ومكافئته ولو بكلمة شكر على الأقل ، لكن لا حياة لمن تنادي ، حيث ينص القانون في المغرب تحت الفصل 03-07 المخصص للجريمة الإلكترونية بأخذ الصلاحيات من مدراء الموقع لعمل فحص للموقع وذلك لإمدادهم بالثغرات الكامنة في موقعهم ، لكن نجد نقيض ذلك تمام حيث يتهرب مالكي المواقع سواء الحكومية أو العادية حيث يتهربون من مثل هاته المسائل مما يؤدي بهم في الآخر لتدمير موقعهم من طرف هاكر غير أخلاقي ، في الحقيقة لا أحد يلتزم بهذا القانون المشرع .. بل الأخطر من ذلك كله هو عدم ترقيع الموقع لتلك الثغرة عند تبليغك لها مما يجعلها تسقط في أيدي غير أمينة وبالتالي إستغلالها في إختراق الموقع
 
فمستقبل الهاكر الأخلاقي في المغرب منعدم حيث نجد أغلبيتهم يتواصلون مع شركات عالمية ومشهورة كجوجل وفيسبوك ومايكروسوفت ومكافأتهم على إكتشافهم لثغرات أمنية في خدماتها بل ووضعهم في لائحة الشرف الخاصة بهم حيث نجد العديد من المغاربة الطموحين الشباب بحيث أن عددهم لا يعد و لا يحصى 
 
لذا، نعم فالحكومة تعيد مسار هذا الهاكر الاخلاقي ، لماذا لا يتم عمل إختبارات وإمتحانات لتوظيف الهاكرز الأخلاقيين مع الحكومة ودلك بهدف حماية مواقعها الإلكترونية ، لم لا تقوم بنفس الخطوة التي قامت بها المملكة السعودية بتجنيدهم للهاكرز الأخلاقيين وإحتضانهم من طرف الدولة ؟ ماهو الفرق بيننا وبينهم ؟ فالهاكرز المغاربة مشهورين بقوتهم على صعيد العالم ويعترف بهم من طرف الكثير من المنضمات العالمية
 
أما التساؤل المطروح ، لما لا تستطيع الدولة توظيف مثل هذا النوع من الطاقات ؟ فالجواب بسيط جدا ، فالحكومة لم تستطع بعد توظيف من هم حاملي للشهادات العليا والدكتورات والدبلومات المعترف بها ، لا سيما أننا نجد العديد من الهاكرز الأخلاقيين المغاربة حاصلين على عدة شواهد قيمة وذات شهرة عالمية ، إذن فلنترك الحكومة توظف أولئك من جعلوا من قبالة البرلمان مسكنا لهم حينها يأتي دور الشباب من هذا النوع "" الهاكرز الأخلاقيين"" لهذا النوع من الوظائف الشبه منعدم في هذا البلد.
 
ربما الحكومة لا تعلم أن مواقعها هي بمثابة مختبر لكم هائل من الهاكرز الغير أخلاقيين الذين يتباهون باختراقهم لمواقعها تحت شعار "" المواقع المغربية المنعدمة الحماية "" لكن من المهم الإشارة لأمر مهم ألا وهو شرطتنا الرقمية والإلكترونية ، ماذا نعلم عن هاته الجهة ؟ ما هي إنجازاتها ؟ ماذا قدمت للدولة كنظام عدو للهاكرز الغير أخلاقيين المغاربة ؟ رغم أنهم لا يتمتعون بالخبرة الكافية للقبض عليهم مستعينين بأنظمة أكل عليها الدهر وشرب ، ربما أصبحوا مهزلة تحت إسم أبطال متخفين وراء الحواسيب مرتدين للقبعات واللباس الرسمي . 
 
وبالتالي ننوه أن هذا المقال هو فقط للتحسيس بأهمية الهاكر الأخلاقي المغربي للرفع من قيمته والإفتخار بهذا النوع من الشباب والطاقات ."
SANAD_Tech,أظهرت دراسة أمريكية أن استخدام الغرافين المثقب في تطوير بطاريات جديدة يحسن قدرتها التخزينية ويختصر وقت الشحن، حيث يتم عم,أظهرت دراسة أمريكية أن استخدام الغرافين المثقب في تطوير بطاريات جديدة يحسن قدرتها التخزينية ويختصر وقت الشحن، حيث يتم عمل ثقوب في البنية الكربونية للغرافين ذات السمك الذي لا يتجاوز ذرة كربون واحدة.ويجري الباحثون بجامعة كاليفورنيا في لوس أنجليس اختبارات منذ فترة على أقطاب كهربية ذات مسام دقيقة لا تتجاوز بضعة نانومترات (النانو يساوي واحد على مليون من المليمتر). وتتميز هذه الهياكل بأنها ذات مساحة كبي,,,"أظهرت دراسة أمريكية أن استخدام الغرافين المثقب في تطوير بطاريات جديدة يحسن قدرتها التخزينية ويختصر وقت الشحن، حيث يتم عمل ثقوب في البنية الكربونية للغرافين ذات السمك الذي لا يتجاوز ذرة كربون واحدة.ويجري الباحثون بجامعة كاليفورنيا في لوس أنجليس اختبارات منذ فترة على أقطاب كهربية ذات مسام دقيقة لا تتجاوز بضعة نانومترات (النانو يساوي واحد على مليون من المليمتر). وتتميز هذه الهياكل بأنها ذات مساحة كبيرة جدا مقارنة بحجمها.وتستطيع الإلكترونات والأيونات أن ترسو فوق أسطح جدران المسام ""ولكن هذه المواد تقتصر في العادة على خلايا مختبرية ذات أقطاب كهربية متناهية الرقة، وحيز كتلة ضئيل جداً (أقل من واحد مليغرام في كل واحد سنتمتر مربع)، حسبما أوضح هوي مينج شينج و فينج لي من الأكاديمية الصينية للعلوم في مدينة شِنيانج الصينية في تعليق في مجلة ساينس على الدراسة.وقال الباحثون إن التقنية الجديدة تتجاوز هذا التحديد وذلك من خلال توفير طرق مختصرة للجزيئات المشحونة كهربيا، أي مسام دقيقة. استخدم سان وزملاؤه رقائق دقيقة من أكسيد الغرافين بطريقتين، حيث ربطوا في معظمها مركب Niob(V)-oxid كمادة كهروكيميائية نشطة، وحفروا ثقوبا بطريقة الكي الكيميائي في صفائح أخرى باستخدام حمض بيروكسيد الهيدروجين وتركوا هذا الحمام الحارق يستمر نصف ساعة أو ساعة أو ساعتين وحققوا أفضل نتيجة مع أطول مدة لأن طول المدة جعل الثقوب في أكسيد الجرافين كبيرة بما يكفي دون أن يجعل المادة غير متينة.ثم ركّب الباحثون صفائح أوكسيد الجرافين مع مركب Niob(V)-oxid وبعدها ركبوا الصفائح الأخرى ذات الثقوب.نشأ عن ذلك أقطاب كهربائية تشغل حيز كتلة وصل 11 مليغراماً أو أكثر لكل واحد سنتمتر مربع، وهو ما حسن أيضا نسبة الكتلة للمادة النشطة كهروكيميائياً بالنسبة للمادة غير النشطة مثل جهاز نقل الكهرباء أو الفاصل.ولخص الباحثون نتائج أبحاثهم بالقول ""توفر شبكة الجرافين شديدة التشعب في بنيتها ثلاثية الأبعاد صفات نقل إلكترونات ممتازة وتسهل بنيته المسامية الهرمية النقل السريع للأيونات"".ورأى شينج ولي في تعليقهما الذي نشرته مجلة ساينس ""إنها تركيبة غير مسبوقة من قدرة سطح عالية و كثافة للتيار الكهربائي مع حيز كتلة عملي تمثل خطوة حاسمة نحو استخدام أقطاب كهربية من مواد فائقة الأداء في صناعة خلايا بطاريات بشكل تجاري""."
SANAD_Tech,أطلقت وحدة الأعمال النقالة للمؤسسات التابعة لشركة موتورولا محوِّلات موتورولا RFS6000 التي تمثل أحدث إضافة إلى سلسلة محوّ,أطلقت وحدة الأعمال النقالة للمؤسسات التابعة لشركة موتورولا محوِّلات موتورولا RFS6000 التي تمثل أحدث إضافة إلى سلسلة محوِّلات الشبكات المحلية اللاسلكية فائقة الأدائية المبنية على مُعالجات متعدِّدة الأنوية . وقالت موتورولا إن المحوِّلات الفائقة مصمَّمة خصيصاً للشركات متوسطة الحجم .,,,أطلقت وحدة الأعمال النقالة للمؤسسات التابعة لشركة موتورولا محوِّلات موتورولا RFS6000 التي تمثل أحدث إضافة إلى سلسلة محوِّلات الشبكات المحلية اللاسلكية فائقة الأدائية المبنية على مُعالجات متعدِّدة الأنوية . وقالت موتورولا إن المحوِّلات الفائقة مصمَّمة خصيصاً للشركات متوسطة الحجم . وتدعم محوِّلات RFS6000 الشركات الطامحة إلى تحقيق رؤية الحلول اللاسلكية الكاملة التي تمكنها من بناء شبكة محلية لاسلكية على امتداد أعمالها وعملياتها لخدمة الشركة بأكملها بدءاً من العاملين في مقرِّها، ومروراً بالمرافق التصنيعية والتوزيعية، ووصولاً إلى فروعها النائية .ومن المعروف أن موتورولا توفر لعملائها حول العالم أفضل مجموعة مُجرَّبة وموثوقة من حلول الشبكات المحلية اللاسلكية المتكاملة، كما تملك موتورولا قاعدة عريضة تضمُّ أكثر من 125،000 من محوِّلات الشبكات المحلية اللاسلكية المثبتة ذات المعايير العالمية الصارمة . ومن المؤكد أن إضافة المحوِّلات الجديدة ونقاط النفاذ المُتكيفة الداعمة لتقنية ميش والمبنية على المعيار 11 .802/b/g ستجعل موتورولا صاحبة أضخم مجموعة من حلول الشبكات المحلية اللاسلكية، الداخلية والخارجية، الداعمة لمفهوم الشبكة اللاسلكية الحقيقية الكاملة . قال جاك جولد، رئيس المؤسسة الاستشارية جي جولد أسوشيتس ومقرّها ولاية ماساشوستس الأمريكية: تشير توقعاتنا إلى أن أكثر من 75 بالمئة من أجهزة النقاط النهائية ستتصل لاسلكياً مع شبكات الشركات في غضون أربعة إلى خمسة أعوام . وهذا لن يقتصرَ على الأجهزة البياناتية فحسب، بل سيمتد إلى الأجهزة الصوتية والتنسيقية التي يضمّ العديد منها خيارات اتصالات لاسلكية متعدِّدة للمستخدمين النهائيين .وقال رئيس المؤسسة الاستشارية جي جولد أسوشيتس،: تواجه الشركات متوسطة الحجم صعوبات في نشر بنية تحتية لاسلكية منيعة تتسم بسهولة إدارتها بشكل فعال . وفي حقيقة الأمر، فإن مثل هذه الشركات بحاجة حقيقية إلى حلول توفر لها كافة المزايا المطلوبة مثل توافرية الاتصالية بين نقاط النفاذ الموزّعة والنقاط المركزية، والجدران النارية المُدمجة، والشبكة الخاصة الافتراضية، والمعايير الأمنية الصارمة والسهولة التشغيلية، بالإضافة إلى كافة القدرات والإمكانات المتاحة في النظم الفائقة المخصَّصة للشركات الكبرى، شريطة أن تتوافر بأسعار تلائم احتياجات الشركات متوسِّطة الحجم .كما توفر محوِّلات RFS6000 مرونة شبكية عالية بفضل دعمها لتقنية ميش المتكيفة، وإمكانية تشكيل مصفوفة عنقودية متقدِّمة لتسهِّل معاً تحقيق مفهوم الشركات اللاسلكية بشكل كامل . كما توفر الشبكات اللاسلكية المبنية على محوِّلات RFS6000 مرونة من النهاية إلى النهاية بتكلفة متدنية مقارنة مع الحلول الشبكية . وفوق كل ما سبق، تمتاز الشبكات اللاسلكية بدعمها للتطبيقات المختلفة مثل حلول متابعة الأصول وحلول التقارب بين الشبكات الثابتة والنقالة والحلول الأمنية المبنية على المواقع المختلفة من أجل تمكين الشركات من إطلاق الجيل المقبل من الحلول النقالة .من جهته، قال سوجيه هاجيلا، نائب الرئيس والمدير العام في شعبة حلول الشبكات المحلية اللاسلكية بوحدة الأعمال النقالة للمؤسسات التابعة لشركة موتورولا: توفر موتورولا اليوم محوِّلات RFS6000 ونقاط النفاذ التكيفية والحلول اللاسلكية الخارجية المبنية على تقنية سميش للشركات، وهذا يجعل موتورولا الشركة الوحيدة في العالم التي تقدِّم لعملائها مجموعة متكاملة من الحلول الفائقة .
SANAD_Tech,"تعمل شركة مايكروسوفت بالتعاون مع جامعات الطب الكبرى، لتطوير التعليم والعلوم، ونشر موقع ""فوكاتيف"" أخيراً، مقطع فيديو يُظه","تعمل شركة مايكروسوفت بالتعاون مع جامعات الطب الكبرى، لتطوير التعليم والعلوم، ونشر موقع ""فوكاتيف"" أخيراً، مقطع فيديو يُظهر مفاجأة غير متوقعة، إذ تنوي جامعة وسترن ريسرف أن تستغل الهولوجرام في الكمبيوتر لتعليم طلابها الطب. ويظهر الفيديو تجربة ثلاثية الأبعاد، يمكن للطلاب فيها تعلم التشريح، ومتابعة الحالات، حيث يتجسد أمامهم الجسد بتفاصيله، من عظام وعضلات وأجهزة، إلخ.",,,"تعمل شركة مايكروسوفت بالتعاون مع جامعات الطب الكبرى، لتطوير التعليم والعلوم، ونشر موقع ""فوكاتيف"" أخيراً، مقطع فيديو يُظهر مفاجأة غير متوقعة، إذ تنوي جامعة وسترن ريسرف أن تستغل الهولوجرام في الكمبيوتر لتعليم طلابها الطب.   ويظهر الفيديو تجربة ثلاثية الأبعاد، يمكن للطلاب فيها تعلم التشريح، ومتابعة الحالات، حيث يتجسد أمامهم الجسد بتفاصيله، من عظام وعضلات وأجهزة، إلخ.  ويمكن للطلاب أن يتفاعلوا مع النماذج الثلاثية البعاد، وبالتالي استبعاد الجثث الحقيقية، ويصبح أطباء المستقبل أكثر اطلاعاُ عبر المحاكاة."
SANAD_Tech,أعلنت مدينة دبي للإنترنت، أكبر مجمع لشركات تكنولوجيا المعلومات والاتصالات في المنطقة، والعضو في تيكوم للاستثمارات، أمس، ,أعلنت مدينة دبي للإنترنت، أكبر مجمع لشركات تكنولوجيا المعلومات والاتصالات في المنطقة، والعضو في تيكوم للاستثمارات، أمس، عن الافتتاح الرسمي لمكاتب شبكة نوكيا سيمنز الجديدة في المدينة، والتي خضعت لأعمال توسعة مؤخراً .وحضر حفل الافتتاح يورغ إرليمير، الرئيس الإقليمي لشبكة نوكيا سيمنز في الشرق الأوسط وإفريقيا، ولاوري كيفنن، رئيس قسم العلاقات المؤسسية في شبكة نوكيا سيمنز، ومالك سلطان آل مالك، المدير الت,,,أعلنت مدينة دبي للإنترنت، أكبر مجمع لشركات تكنولوجيا المعلومات والاتصالات في المنطقة، والعضو في تيكوم للاستثمارات، أمس، عن الافتتاح الرسمي لمكاتب شبكة نوكيا سيمنز الجديدة في المدينة، والتي خضعت لأعمال توسعة مؤخراً .وحضر حفل الافتتاح يورغ إرليمير، الرئيس الإقليمي لشبكة نوكيا سيمنز في الشرق الأوسط وإفريقيا، ولاوري كيفنن، رئيس قسم العلاقات المؤسسية في شبكة نوكيا سيمنز، ومالك سلطان آل مالك، المدير التنفيذي لمدينة دبي للإنترنت، وسعيد بالشالات، الرئيس التنفيذي لشركة سلوان لإدارة العقارات .
SANAD_Tech,حذرت شركة أفاست المتخصصة في الحماية من البرمجيات الخبيثة، أن قرار مايكروسوفت بوقف دعم نظام ويندوز أكس بي، سيؤدي إلى مخاط,حذرت شركة أفاست المتخصصة في الحماية من البرمجيات الخبيثة، أن قرار مايكروسوفت بوقف دعم نظام ويندوز أكس بي، سيؤدي إلى مخاطر كبيرة على المستخدمين. وقال مدير العمليات في الشركة التشيكية أندريه فلوك، إن هذه الخطوة لن تكون مصدر خطر بالنسبة إلى مستخدمي نظام ويندوز أكس بي فحسب، بل ستمسّ بأمن كل المستخدمين الذين يتعاملون مع النظام على الرغم من امتلاكهم أنظمة أخرى.,,,حذرت شركة أفاست المتخصصة في الحماية من البرمجيات الخبيثة، أن قرار مايكروسوفت بوقف دعم نظام ويندوز أكس بي، سيؤدي إلى مخاطر كبيرة على المستخدمين.    وقال مدير العمليات في الشركة التشيكية أندريه فلوك، إن هذه الخطوة لن تكون مصدر خطر بالنسبة إلى مستخدمي نظام ويندوز أكس بي فحسب، بل ستمسّ بأمن كل المستخدمين الذين يتعاملون مع النظام على الرغم من امتلاكهم أنظمة أخرى.   واتهم فلوك مايكروسوفت بإضعاف الأمن الرقمي عبر مختلف أنظمة التشغيل، الأمر الذي سيؤثر سلباً على عدد كبير من المستخدمين الذين هم في وضع لا يسمح لهم بالدفاع عن أنفسهم.   وعلى الرغم من تحذيرات مايكروسوفت المستمرة منذ سنوات، فإن نسبة كبيرة من الحواسيب العاملة بنظام ويندوز ما تزال تعتمد نسخة أكس بي، بما ذلك أنظمة المؤسسات الكبرى مثل البنوك والمرافق الطبية والوكالات الحكومية الأمريكية، كما تشير الإحصاءات إلى أن 95% من أجهزة الصراف الآلي تعمل بنظام أكس بي.   وعلى الرغم من قرار مايكروسوفت النهائي بوقف دعم نظام ويندوز أكس بي، فإن مؤسسات عدة بدأت مفاوضات مع الشركة للحصول على صفقة دعم موسعة للنظام، حتى بعد إيقافه في 8 أبريل (نيسان) المقبل.
SANAD_Tech,«الخليج» أعلن جهاز أبوظبي للرقابة الغذائية عن مشاركته ضمن جناح حكومة أبوظبي الرقمية في الدورة السابعة والثلاثين من أسبوع,أبوظبي: «الخليج» أعلن جهاز أبوظبي للرقابة الغذائية عن مشاركته ضمن جناح حكومة أبوظبي الرقمية في الدورة السابعة والثلاثين من أسبوع «جيتكس للتكنولوجيا 2017». وقال سعيد جاسم محمد، مدير إدارة الاتصال وخدمة المجتمع في الجهاز بالإنابة، نشارك هذا العام للمرة الخامسة على التوالي بأسبوع جيتكس، بهدف تعزيز المشاركة الفعّالة في الفعاليات الإقليمية والدولية المرموقة المتعلقة بقطاع تكنولوجيا المعلومات والاتصال و,,,أبوظبي: «الخليج» أعلن جهاز أبوظبي للرقابة الغذائية عن مشاركته ضمن جناح حكومة أبوظبي الرقمية في الدورة السابعة والثلاثين من أسبوع «جيتكس للتكنولوجيا 2017». وقال سعيد جاسم محمد، مدير إدارة الاتصال وخدمة المجتمع في الجهاز بالإنابة، نشارك هذا العام للمرة الخامسة على التوالي بأسبوع جيتكس، بهدف تعزيز المشاركة الفعّالة في الفعاليات الإقليمية والدولية المرموقة المتعلقة بقطاع تكنولوجيا المعلومات والاتصال وتأسيس نظام فاعل ومبتكر يساعد على بناء قاعدة رقمية مستدامة، ما يعكس مسيرة التنمية الشاملة التي تشهدها الإمارة في مختلف الصعد، وتماشياً مع أهمية الحكومة الرقمية في ضوء أهداف «خطة أبوظبي»، لتعزيز جودة الخدمات وتسهيل وصول المستخدمين إليها لتقديم حلول عصرية تتسم بالسرعة والكفاءة تؤدي أخيراً إلى إسعاد المتعاملين
